Datetime;PJM_Load_MW;Weekday;Date;Year;Month;Season;Day;Time;Hour;Minute;Week;DayOfWeek;LeapYear
1999-04-16 03:00:00;2;Friday;1999-04-16;1999;4;Spring;16;03:00:00;3;0;15;4;False
1999-04-16 04:00:00;2;Friday;1999-04-16;1999;4;Spring;16;04:00:00;4;0;15;4;False
1999-04-16 05:00:00;2;Friday;1999-04-16;1999;4;Spring;16;05:00:00;5;0;15;4;False
1999-04-16 06:00:00;2;Friday;1999-04-16;1999;4;Spring;16;06:00:00;6;0;15;4;False
1999-04-16 07:00:00;3;Friday;1999-04-16;1999;4;Spring;16;07:00:00;7;0;15;4;False
1999-04-16 08:00:00;3;Friday;1999-04-16;1999;4;Spring;16;08:00:00;8;0;15;4;False
1999-04-16 09:00:00;3;Friday;1999-04-16;1999;4;Spring;16;09:00:00;9;0;15;4;False
1999-04-16 10:00:00;3;Friday;1999-04-16;1999;4;Spring;16;10:00:00;10;0;15;4;False
1999-04-16 11:00:00;3;Friday;1999-04-16;1999;4;Spring;16;11:00:00;11;0;15;4;False
1999-04-16 12:00:00;3;Friday;1999-04-16;1999;4;Spring;16;12:00:00;12;0;15;4;False
1999-04-16 13:00:00;3;Friday;1999-04-16;1999;4;Spring;16;13:00:00;13;0;15;4;False
1999-04-16 14:00:00;3;Friday;1999-04-16;1999;4;Spring;16;14:00:00;14;0;15;4;False
1999-04-16 15:00:00;3;Friday;1999-04-16;1999;4;Spring;16;15:00:00;15;0;15;4;False
1999-04-16 16:00:00;3;Friday;1999-04-16;1999;4;Spring;16;16:00:00;16;0;15;4;False
1999-04-16 17:00:00;3;Friday;1999-04-16;1999;4;Spring;16;17:00:00;17;0;15;4;False
1999-04-16 18:00:00;3;Friday;1999-04-16;1999;4;Spring;16;18:00:00;18;0;15;4;False
1999-04-16 19:00:00;3;Friday;1999-04-16;1999;4;Spring;16;19:00:00;19;0;15;4;False
1999-04-16 20:00:00;3;Friday;1999-04-16;1999;4;Spring;16;20:00:00;20;0;15;4;False
1999-04-16 21:00:00;3;Friday;1999-04-16;1999;4;Spring;16;21:00:00;21;0;15;4;False
1999-04-16 22:00:00;3;Friday;1999-04-16;1999;4;Spring;16;22:00:00;22;0;15;4;False
1999-04-16 23:00:00;3;Friday;1999-04-16;1999;4;Spring;16;23:00:00;23;0;15;4;False
1999-04-17 00:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;00:00:00;0;0;15;5;False
1999-04-17 01:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;01:00:00;1;0;15;5;False
1999-04-17 02:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;02:00:00;2;0;15;5;False
1999-04-17 03:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;03:00:00;3;0;15;5;False
1999-04-17 04:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;04:00:00;4;0;15;5;False
1999-04-17 05:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;05:00:00;5;0;15;5;False
1999-04-17 06:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;06:00:00;6;0;15;5;False
1999-04-17 07:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;07:00:00;7;0;15;5;False
1999-04-17 08:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;08:00:00;8;0;15;5;False
1999-04-17 09:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;09:00:00;9;0;15;5;False
1999-04-17 10:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;10:00:00;10;0;15;5;False
1999-04-17 11:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;11:00:00;11;0;15;5;False
1999-04-17 12:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;12:00:00;12;0;15;5;False
1999-04-17 13:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;13:00:00;13;0;15;5;False
1999-04-17 14:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;14:00:00;14;0;15;5;False
1999-04-17 15:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;15:00:00;15;0;15;5;False
1999-04-17 16:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;16:00:00;16;0;15;5;False
1999-04-17 17:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;17:00:00;17;0;15;5;False
1999-04-17 18:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;18:00:00;18;0;15;5;False
1999-04-17 19:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;19:00:00;19;0;15;5;False
1999-04-17 20:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;20:00:00;20;0;15;5;False
1999-04-17 21:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;21:00:00;21;0;15;5;False
1999-04-17 22:00:00;3;Saturday;1999-04-17;1999;4;Spring;17;22:00:00;22;0;15;5;False
1999-04-17 23:00:00;2;Saturday;1999-04-17;1999;4;Spring;17;23:00:00;23;0;15;5;False
1999-04-18 00:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;00:00:00;0;0;15;6;False
1999-04-18 01:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;01:00:00;1;0;15;6;False
1999-04-18 02:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;02:00:00;2;0;15;6;False
1999-04-18 03:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;03:00:00;3;0;15;6;False
1999-04-18 04:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;04:00:00;4;0;15;6;False
1999-04-18 05:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;05:00:00;5;0;15;6;False
1999-04-18 06:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;06:00:00;6;0;15;6;False
1999-04-18 07:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;07:00:00;7;0;15;6;False
1999-04-18 08:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;08:00:00;8;0;15;6;False
1999-04-18 09:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;09:00:00;9;0;15;6;False
1999-04-18 10:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;10:00:00;10;0;15;6;False
1999-04-18 11:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;11:00:00;11;0;15;6;False
1999-04-18 12:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;12:00:00;12;0;15;6;False
1999-04-18 13:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;13:00:00;13;0;15;6;False
1999-04-18 14:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;14:00:00;14;0;15;6;False
1999-04-18 15:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;15:00:00;15;0;15;6;False
1999-04-18 16:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;16:00:00;16;0;15;6;False
1999-04-18 17:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;17:00:00;17;0;15;6;False
1999-04-18 18:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;18:00:00;18;0;15;6;False
1999-04-18 19:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;19:00:00;19;0;15;6;False
1999-04-18 20:00:00;3;Sunday;1999-04-18;1999;4;Spring;18;20:00:00;20;0;15;6;False
1999-04-18 21:00:00;3;Sunday;1999-04-18;1999;4;Spring;18;21:00:00;21;0;15;6;False
1999-04-18 22:00:00;3;Sunday;1999-04-18;1999;4;Spring;18;22:00:00;22;0;15;6;False
1999-04-18 23:00:00;2;Sunday;1999-04-18;1999;4;Spring;18;23:00:00;23;0;15;6;False
1999-04-19 00:00:00;2;Monday;1999-04-19;1999;4;Spring;19;00:00:00;0;0;16;0;False
1999-04-19 01:00:00;2;Monday;1999-04-19;1999;4;Spring;19;01:00:00;1;0;16;0;False
1999-04-19 02:00:00;2;Monday;1999-04-19;1999;4;Spring;19;02:00:00;2;0;16;0;False
1999-04-19 03:00:00;2;Monday;1999-04-19;1999;4;Spring;19;03:00:00;3;0;16;0;False
1999-04-19 04:00:00;2;Monday;1999-04-19;1999;4;Spring;19;04:00:00;4;0;16;0;False
1999-04-19 05:00:00;2;Monday;1999-04-19;1999;4;Spring;19;05:00:00;5;0;16;0;False
1999-04-19 06:00:00;2;Monday;1999-04-19;1999;4;Spring;19;06:00:00;6;0;16;0;False
1999-04-19 07:00:00;3;Monday;1999-04-19;1999;4;Spring;19;07:00:00;7;0;16;0;False
1999-04-19 08:00:00;3;Monday;1999-04-19;1999;4;Spring;19;08:00:00;8;0;16;0;False
1999-04-19 09:00:00;3;Monday;1999-04-19;1999;4;Spring;19;09:00:00;9;0;16;0;False
1999-04-19 10:00:00;3;Monday;1999-04-19;1999;4;Spring;19;10:00:00;10;0;16;0;False
1999-04-19 11:00:00;3;Monday;1999-04-19;1999;4;Spring;19;11:00:00;11;0;16;0;False
1999-04-19 12:00:00;3;Monday;1999-04-19;1999;4;Spring;19;12:00:00;12;0;16;0;False
1999-04-19 13:00:00;3;Monday;1999-04-19;1999;4;Spring;19;13:00:00;13;0;16;0;False
1999-04-19 14:00:00;3;Monday;1999-04-19;1999;4;Spring;19;14:00:00;14;0;16;0;False
1999-04-19 15:00:00;3;Monday;1999-04-19;1999;4;Spring;19;15:00:00;15;0;16;0;False
1999-04-19 16:00:00;3;Monday;1999-04-19;1999;4;Spring;19;16:00:00;16;0;16;0;False
1999-04-19 17:00:00;3;Monday;1999-04-19;1999;4;Spring;19;17:00:00;17;0;16;0;False
1999-04-19 18:00:00;3;Monday;1999-04-19;1999;4;Spring;19;18:00:00;18;0;16;0;False
1999-04-19 19:00:00;3;Monday;1999-04-19;1999;4;Spring;19;19:00:00;19;0;16;0;False
1999-04-19 20:00:00;3;Monday;1999-04-19;1999;4;Spring;19;20:00:00;20;0;16;0;False
1999-04-19 21:00:00;3;Monday;1999-04-19;1999;4;Spring;19;21:00:00;21;0;16;0;False
1999-04-19 22:00:00;3;Monday;1999-04-19;1999;4;Spring;19;22:00:00;22;0;16;0;False
1999-04-19 23:00:00;3;Monday;1999-04-19;1999;4;Spring;19;23:00:00;23;0;16;0;False
1999-04-20 00:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;00:00:00;0;0;16;1;False
1999-04-20 01:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;01:00:00;1;0;16;1;False
1999-04-20 02:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;02:00:00;2;0;16;1;False
1999-04-20 03:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;03:00:00;3;0;16;1;False
1999-04-20 04:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;04:00:00;4;0;16;1;False
1999-04-20 05:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;05:00:00;5;0;16;1;False
1999-04-20 06:00:00;2;Tuesday;1999-04-20;1999;4;Spring;20;06:00:00;6;0;16;1;False
1999-04-20 07:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;07:00:00;7;0;16;1;False
1999-04-20 08:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;08:00:00;8;0;16;1;False
1999-04-20 09:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;09:00:00;9;0;16;1;False
1999-04-20 10:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;10:00:00;10;0;16;1;False
1999-04-20 11:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;11:00:00;11;0;16;1;False
1999-04-20 12:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;12:00:00;12;0;16;1;False
1999-04-20 13:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;13:00:00;13;0;16;1;False
1999-04-20 14:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;14:00:00;14;0;16;1;False
1999-04-20 15:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;15:00:00;15;0;16;1;False
1999-04-20 16:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;16:00:00;16;0;16;1;False
1999-04-20 17:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;17:00:00;17;0;16;1;False
1999-04-20 18:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;18:00:00;18;0;16;1;False
1999-04-20 19:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;19:00:00;19;0;16;1;False
1999-04-20 20:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;20:00:00;20;0;16;1;False
1999-04-20 21:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;21:00:00;21;0;16;1;False
1999-04-20 22:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;22:00:00;22;0;16;1;False
1999-04-20 23:00:00;3;Tuesday;1999-04-20;1999;4;Spring;20;23:00:00;23;0;16;1;False
1999-04-21 00:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;00:00:00;0;0;16;2;False
1999-04-21 01:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;01:00:00;1;0;16;2;False
1999-04-21 02:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;02:00:00;2;0;16;2;False
1999-04-21 03:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;03:00:00;3;0;16;2;False
1999-04-21 04:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;04:00:00;4;0;16;2;False
1999-04-21 05:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;05:00:00;5;0;16;2;False
1999-04-21 06:00:00;2;Wednesday;1999-04-21;1999;4;Spring;21;06:00:00;6;0;16;2;False
1999-04-21 07:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;07:00:00;7;0;16;2;False
1999-04-21 08:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;08:00:00;8;0;16;2;False
1999-04-21 09:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;09:00:00;9;0;16;2;False
1999-04-21 10:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;10:00:00;10;0;16;2;False
1999-04-21 11:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;11:00:00;11;0;16;2;False
1999-04-21 12:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;12:00:00;12;0;16;2;False
1999-04-21 13:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;13:00:00;13;0;16;2;False
1999-04-21 14:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;14:00:00;14;0;16;2;False
1999-04-21 15:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;15:00:00;15;0;16;2;False
1999-04-21 16:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;16:00:00;16;0;16;2;False
1999-04-21 17:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;17:00:00;17;0;16;2;False
1999-04-21 18:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;18:00:00;18;0;16;2;False
1999-04-21 19:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;19:00:00;19;0;16;2;False
1999-04-21 20:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;20:00:00;20;0;16;2;False
1999-04-21 21:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;21:00:00;21;0;16;2;False
1999-04-21 22:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;22:00:00;22;0;16;2;False
1999-04-21 23:00:00;3;Wednesday;1999-04-21;1999;4;Spring;21;23:00:00;23;0;16;2;False
1999-04-22 00:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;00:00:00;0;0;16;3;False
1999-04-22 01:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;01:00:00;1;0;16;3;False
1999-04-22 02:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;02:00:00;2;0;16;3;False
1999-04-22 03:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;03:00:00;3;0;16;3;False
1999-04-22 04:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;04:00:00;4;0;16;3;False
1999-04-22 05:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;05:00:00;5;0;16;3;False
1999-04-22 06:00:00;2;Thursday;1999-04-22;1999;4;Spring;22;06:00:00;6;0;16;3;False
1999-04-22 07:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;07:00:00;7;0;16;3;False
1999-04-22 08:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;08:00:00;8;0;16;3;False
1999-04-22 09:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;09:00:00;9;0;16;3;False
1999-04-22 10:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;10:00:00;10;0;16;3;False
1999-04-22 11:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;11:00:00;11;0;16;3;False
1999-04-22 12:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;12:00:00;12;0;16;3;False
1999-04-22 13:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;13:00:00;13;0;16;3;False
1999-04-22 14:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;14:00:00;14;0;16;3;False
1999-04-22 15:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;15:00:00;15;0;16;3;False
1999-04-22 16:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;16:00:00;16;0;16;3;False
1999-04-22 17:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;17:00:00;17;0;16;3;False
1999-04-22 18:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;18:00:00;18;0;16;3;False
1999-04-22 19:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;19:00:00;19;0;16;3;False
1999-04-22 20:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;20:00:00;20;0;16;3;False
1999-04-22 21:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;21:00:00;21;0;16;3;False
1999-04-22 22:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;22:00:00;22;0;16;3;False
1999-04-22 23:00:00;3;Thursday;1999-04-22;1999;4;Spring;22;23:00:00;23;0;16;3;False
1999-04-23 00:00:00;2;Friday;1999-04-23;1999;4;Spring;23;00:00:00;0;0;16;4;False
1999-04-23 01:00:00;2;Friday;1999-04-23;1999;4;Spring;23;01:00:00;1;0;16;4;False
1999-04-23 02:00:00;2;Friday;1999-04-23;1999;4;Spring;23;02:00:00;2;0;16;4;False
1999-04-23 03:00:00;2;Friday;1999-04-23;1999;4;Spring;23;03:00:00;3;0;16;4;False
1999-04-23 04:00:00;2;Friday;1999-04-23;1999;4;Spring;23;04:00:00;4;0;16;4;False
1999-04-23 05:00:00;2;Friday;1999-04-23;1999;4;Spring;23;05:00:00;5;0;16;4;False
1999-04-23 06:00:00;2;Friday;1999-04-23;1999;4;Spring;23;06:00:00;6;0;16;4;False
1999-04-23 07:00:00;3;Friday;1999-04-23;1999;4;Spring;23;07:00:00;7;0;16;4;False
1999-04-23 08:00:00;3;Friday;1999-04-23;1999;4;Spring;23;08:00:00;8;0;16;4;False
1999-04-23 09:00:00;3;Friday;1999-04-23;1999;4;Spring;23;09:00:00;9;0;16;4;False
1999-04-23 10:00:00;3;Friday;1999-04-23;1999;4;Spring;23;10:00:00;10;0;16;4;False
1999-04-23 11:00:00;3;Friday;1999-04-23;1999;4;Spring;23;11:00:00;11;0;16;4;False
1999-04-23 12:00:00;3;Friday;1999-04-23;1999;4;Spring;23;12:00:00;12;0;16;4;False
1999-04-23 13:00:00;3;Friday;1999-04-23;1999;4;Spring;23;13:00:00;13;0;16;4;False
1999-04-23 14:00:00;3;Friday;1999-04-23;1999;4;Spring;23;14:00:00;14;0;16;4;False
1999-04-23 15:00:00;3;Friday;1999-04-23;1999;4;Spring;23;15:00:00;15;0;16;4;False
1999-04-23 16:00:00;3;Friday;1999-04-23;1999;4;Spring;23;16:00:00;16;0;16;4;False
1999-04-23 17:00:00;3;Friday;1999-04-23;1999;4;Spring;23;17:00:00;17;0;16;4;False
1999-04-23 18:00:00;3;Friday;1999-04-23;1999;4;Spring;23;18:00:00;18;0;16;4;False
1999-04-23 19:00:00;3;Friday;1999-04-23;1999;4;Spring;23;19:00:00;19;0;16;4;False
1999-04-23 20:00:00;3;Friday;1999-04-23;1999;4;Spring;23;20:00:00;20;0;16;4;False
1999-04-23 21:00:00;3;Friday;1999-04-23;1999;4;Spring;23;21:00:00;21;0;16;4;False
1999-04-23 22:00:00;3;Friday;1999-04-23;1999;4;Spring;23;22:00:00;22;0;16;4;False
1999-04-23 23:00:00;3;Friday;1999-04-23;1999;4;Spring;23;23:00:00;23;0;16;4;False
1999-04-24 00:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;00:00:00;0;0;16;5;False
1999-04-24 01:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;01:00:00;1;0;16;5;False
1999-04-24 02:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;02:00:00;2;0;16;5;False
1999-04-24 03:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;03:00:00;3;0;16;5;False
1999-04-24 04:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;04:00:00;4;0;16;5;False
1999-04-24 05:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;05:00:00;5;0;16;5;False
1999-04-24 06:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;06:00:00;6;0;16;5;False
1999-04-24 07:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;07:00:00;7;0;16;5;False
1999-04-24 08:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;08:00:00;8;0;16;5;False
1999-04-24 09:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;09:00:00;9;0;16;5;False
1999-04-24 10:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;10:00:00;10;0;16;5;False
1999-04-24 11:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;11:00:00;11;0;16;5;False
1999-04-24 12:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;12:00:00;12;0;16;5;False
1999-04-24 13:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;13:00:00;13;0;16;5;False
1999-04-24 14:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;14:00:00;14;0;16;5;False
1999-04-24 15:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;15:00:00;15;0;16;5;False
1999-04-24 16:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;16:00:00;16;0;16;5;False
1999-04-24 17:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;17:00:00;17;0;16;5;False
1999-04-24 18:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;18:00:00;18;0;16;5;False
1999-04-24 19:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;19:00:00;19;0;16;5;False
1999-04-24 20:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;20:00:00;20;0;16;5;False
1999-04-24 21:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;21:00:00;21;0;16;5;False
1999-04-24 22:00:00;3;Saturday;1999-04-24;1999;4;Spring;24;22:00:00;22;0;16;5;False
1999-04-24 23:00:00;2;Saturday;1999-04-24;1999;4;Spring;24;23:00:00;23;0;16;5;False
1999-04-25 00:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;00:00:00;0;0;16;6;False
1999-04-25 01:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;01:00:00;1;0;16;6;False
1999-04-25 02:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;02:00:00;2;0;16;6;False
1999-04-25 03:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;03:00:00;3;0;16;6;False
1999-04-25 04:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;04:00:00;4;0;16;6;False
1999-04-25 05:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;05:00:00;5;0;16;6;False
1999-04-25 06:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;06:00:00;6;0;16;6;False
1999-04-25 07:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;07:00:00;7;0;16;6;False
1999-04-25 08:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;08:00:00;8;0;16;6;False
1999-04-25 09:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;09:00:00;9;0;16;6;False
1999-04-25 10:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;10:00:00;10;0;16;6;False
1999-04-25 11:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;11:00:00;11;0;16;6;False
1999-04-25 12:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;12:00:00;12;0;16;6;False
1999-04-25 13:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;13:00:00;13;0;16;6;False
1999-04-25 14:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;14:00:00;14;0;16;6;False
1999-04-25 15:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;15:00:00;15;0;16;6;False
1999-04-25 16:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;16:00:00;16;0;16;6;False
1999-04-25 17:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;17:00:00;17;0;16;6;False
1999-04-25 18:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;18:00:00;18;0;16;6;False
1999-04-25 19:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;19:00:00;19;0;16;6;False
1999-04-25 20:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;20:00:00;20;0;16;6;False
1999-04-25 21:00:00;3;Sunday;1999-04-25;1999;4;Spring;25;21:00:00;21;0;16;6;False
1999-04-25 22:00:00;3;Sunday;1999-04-25;1999;4;Spring;25;22:00:00;22;0;16;6;False
1999-04-25 23:00:00;2;Sunday;1999-04-25;1999;4;Spring;25;23:00:00;23;0;16;6;False
1999-04-26 00:00:00;2;Monday;1999-04-26;1999;4;Spring;26;00:00:00;0;0;17;0;False
1999-04-26 01:00:00;2;Monday;1999-04-26;1999;4;Spring;26;01:00:00;1;0;17;0;False
1999-04-26 02:00:00;2;Monday;1999-04-26;1999;4;Spring;26;02:00:00;2;0;17;0;False
1999-04-26 03:00:00;2;Monday;1999-04-26;1999;4;Spring;26;03:00:00;3;0;17;0;False
1999-04-26 04:00:00;2;Monday;1999-04-26;1999;4;Spring;26;04:00:00;4;0;17;0;False
1999-04-26 05:00:00;2;Monday;1999-04-26;1999;4;Spring;26;05:00:00;5;0;17;0;False
1999-04-26 06:00:00;2;Monday;1999-04-26;1999;4;Spring;26;06:00:00;6;0;17;0;False
1999-04-26 07:00:00;3;Monday;1999-04-26;1999;4;Spring;26;07:00:00;7;0;17;0;False
1999-04-26 08:00:00;3;Monday;1999-04-26;1999;4;Spring;26;08:00:00;8;0;17;0;False
1999-04-26 09:00:00;3;Monday;1999-04-26;1999;4;Spring;26;09:00:00;9;0;17;0;False
1999-04-26 10:00:00;3;Monday;1999-04-26;1999;4;Spring;26;10:00:00;10;0;17;0;False
1999-04-26 11:00:00;3;Monday;1999-04-26;1999;4;Spring;26;11:00:00;11;0;17;0;False
1999-04-26 12:00:00;3;Monday;1999-04-26;1999;4;Spring;26;12:00:00;12;0;17;0;False
1999-04-26 13:00:00;3;Monday;1999-04-26;1999;4;Spring;26;13:00:00;13;0;17;0;False
1999-04-26 14:00:00;3;Monday;1999-04-26;1999;4;Spring;26;14:00:00;14;0;17;0;False
1999-04-26 15:00:00;3;Monday;1999-04-26;1999;4;Spring;26;15:00:00;15;0;17;0;False
1999-04-26 16:00:00;3;Monday;1999-04-26;1999;4;Spring;26;16:00:00;16;0;17;0;False
1999-04-26 17:00:00;3;Monday;1999-04-26;1999;4;Spring;26;17:00:00;17;0;17;0;False
1999-04-26 18:00:00;3;Monday;1999-04-26;1999;4;Spring;26;18:00:00;18;0;17;0;False
1999-04-26 19:00:00;3;Monday;1999-04-26;1999;4;Spring;26;19:00:00;19;0;17;0;False
1999-04-26 20:00:00;3;Monday;1999-04-26;1999;4;Spring;26;20:00:00;20;0;17;0;False
